Image,Caption
http://134.100.15.200/flickr8k/Images/2373234213_4ebe9c4ee5.jpg,Two boys with backpacks ride bikes through a puddle on the road .
http://134.100.15.200/flickr8k/Images/2373234213_4ebe9c4ee5.jpg,A dog gets on a trampoline .
http://134.100.15.200/flickr8k/Images/2373234213_4ebe9c4ee5.jpg,A little boy in a helmet is doing tricks on a skateboard .
http://134.100.15.200/flickr8k/Images/2374652725_32f90fa15c.jpg,"Two dogs , one brown and white and one black and white , run on a field ."
http://134.100.15.200/flickr8k/Images/2374652725_32f90fa15c.jpg,A dog runs through the deep snow .
http://134.100.15.200/flickr8k/Images/2374652725_32f90fa15c.jpg,A person riding a snowboard jumps high over the snowy hill .
http://134.100.15.200/flickr8k/Images/2374652725_32f90fa15c.jpg,A person is standing on skis in the snow with a dog .
http://134.100.15.200/flickr8k/Images/2378149488_648e5deeac.jpg,Two woman and a child look at each other while a night party scene goes on behind them .
http://134.100.15.200/flickr8k/Images/2384353160_f395e9a54b.jpg,A man and young girl eat a meal on a city street .
http://134.100.15.200/flickr8k/Images/2384353160_f395e9a54b.jpg,a young man wearing dark sunglasses smiling
http://134.100.15.200/flickr8k/Images/2393264648_a280744f97.jpg,A toddler in a red jacket is balancing on top of snow .
http://134.100.15.200/flickr8k/Images/2393264648_a280744f97.jpg,"Four people holding each others shoulders with a brown dog in front of them , standing on snow ."
http://134.100.15.200/flickr8k/Images/2393264648_a280744f97.jpg,A woman looking at view of a city .
http://134.100.15.200/flickr8k/Images/2396025708_e4a72e2558.jpg,Rafting boat on river .
http://134.100.15.200/flickr8k/Images/2396025708_e4a72e2558.jpg,Man falling off a blue surfboard in the ocean .
http://134.100.15.200/flickr8k/Images/2396025708_e4a72e2558.jpg,A surfer is riding a wave .
http://134.100.15.200/flickr8k/Images/2396025708_e4a72e2558.jpg,A man in a uniform playing with a black dog .
http://134.100.15.200/flickr8k/Images/2396025708_e4a72e2558.jpg,A surfer rides a wave in a clear blue ocean .
http://134.100.15.200/flickr8k/Images/2396025708_e4a72e2558.jpg,A surfer catches a nice wave in the ocean and tries to pull himself up .
http://134.100.15.200/flickr8k/Images/2396691909_6b8c2f7c44.jpg,A young girl with makeup and jewelry smiles .
http://134.100.15.200/flickr8k/Images/2396691909_6b8c2f7c44.jpg,Two people are sitting next to a wood-stacked campfire at night .
http://134.100.15.200/flickr8k/Images/2396691909_6b8c2f7c44.jpg,somebody in the air on a board
http://134.100.15.200/flickr8k/Images/2396691909_6b8c2f7c44.jpg,Two woman and a child look at each other while a night party scene goes on behind them .
http://134.100.15.200/flickr8k/Images/2398605966_1d0c9e6a20.jpg,A dog runs through the deep snow .
http://134.100.15.200/flickr8k/Images/2398605966_1d0c9e6a20.jpg,A white dog in the snow running with an object in its mouth
http://134.100.15.200/flickr8k/Images/241031254_0c6f30e3d1.jpg,A dog with a ball in his mouth running down a road covered in leaves .
http://134.100.15.200/flickr8k/Images/241031254_0c6f30e3d1.jpg,A smaller art festival on the edge of a forest
http://134.100.15.200/flickr8k/Images/2410320522_d967f0b75c.jpg,A dog rolling in the grass .
http://134.100.15.200/flickr8k/Images/2410320522_d967f0b75c.jpg,Two dogs run through a field .
http://134.100.15.200/flickr8k/Images/2410320522_d967f0b75c.jpg,a grey dog swimming through a river with a stick in his mouth
http://134.100.15.200/flickr8k/Images/2410320522_d967f0b75c.jpg,A large brown dog with a stick in his mouth coming out of water .
http://134.100.15.200/flickr8k/Images/2410320522_d967f0b75c.jpg,A white dog with a muzzle is running through an uncut field with a fence nearby .
http://134.100.15.200/flickr8k/Images/241345811_46b5f157d4.jpg,The young football player is trying to avoid being tackled .
http://134.100.15.200/flickr8k/Images/241345811_46b5f157d4.jpg,"A man in an orange jersey with the letter "" 12 "" on it plays football ."
http://134.100.15.200/flickr8k/Images/241345811_46b5f157d4.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/241345844_69e1c22464.jpg,"The football players in red are attempting a play against those in purple , white , and gold ."
http://134.100.15.200/flickr8k/Images/241345844_69e1c22464.jpg,A Sooners football player weas the number 28 and black armbands .
http://134.100.15.200/flickr8k/Images/241345844_69e1c22464.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/241345905_5826a72da1.jpg,A football player is talking to his coach .
http://134.100.15.200/flickr8k/Images/241345905_5826a72da1.jpg,An injured football player is being nursed on the field in the middle of a game .
http://134.100.15.200/flickr8k/Images/241345905_5826a72da1.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/241345905_5826a72da1.jpg,A little boy in a helmet is doing tricks on a skateboard .
http://134.100.15.200/flickr8k/Images/241346508_0b3907a95b.jpg,The young football player is trying to avoid being tackled .
http://134.100.15.200/flickr8k/Images/241346508_0b3907a95b.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/241346971_c100650320.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/241347204_007d83e252.jpg,A football player in red and white is talking to a coach .
http://134.100.15.200/flickr8k/Images/241347204_007d83e252.jpg,Football players gathering to contest something to collaborating officials .
http://134.100.15.200/flickr8k/Images/241347204_007d83e252.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/241347760_d44c8d3a01.jpg,A football player in red and white is talking to a coach .
http://134.100.15.200/flickr8k/Images/241347760_d44c8d3a01.jpg,A football player is tackling the player with the football as the crowd watches .
http://134.100.15.200/flickr8k/Images/2414397449_2ac3b78e0d.jpg,A tan dog runs down a wooden staircase to the green grass .
http://134.100.15.200/flickr8k/Images/2414397449_2ac3b78e0d.jpg,"Two dogs , one brown and white and one black and white , run on a field ."
http://134.100.15.200/flickr8k/Images/2414397449_2ac3b78e0d.jpg,Two boys play with two dogs at the shore .
http://134.100.15.200/flickr8k/Images/2414397449_2ac3b78e0d.jpg,"A white dog runs in the grass ,"
http://134.100.15.200/flickr8k/Images/2415803492_56a673dc25.jpg,People at park sitting on benches and a woman taking care of her child in the stroller .
http://134.100.15.200/flickr8k/Images/2415803492_56a673dc25.jpg,A child in a white shirt coming out of a swing in midair .
http://134.100.15.200/flickr8k/Images/2419221084_01a14176b4.jpg,A wrinkled dog wading in shallow water .
http://134.100.15.200/flickr8k/Images/2419221084_01a14176b4.jpg,A dog lies down on a cobblestone street .
http://134.100.15.200/flickr8k/Images/2419221084_01a14176b4.jpg,A brown dog with a tennis ball its mouth rolling on its back on a grassy surface .
http://134.100.15.200/flickr8k/Images/2419221084_01a14176b4.jpg,The dog is jumping up beside a red wall .
http://134.100.15.200/flickr8k/Images/2421446839_fe7d46c177.jpg,a dog on the beach .
http://134.100.15.200/flickr8k/Images/2431470169_0eeba7d602.jpg,A person hanging from a parachute makes a splash as their body hits the water .
http://134.100.15.200/flickr8k/Images/2431470169_0eeba7d602.jpg,A person lies on the grass with a shopping cart nearby .
http://134.100.15.200/flickr8k/Images/2431470169_0eeba7d602.jpg,A brown and white dogs stands in front of a wooden building while tennis balls fly through the air .
http://134.100.15.200/flickr8k/Images/2435685480_a79d42e564.jpg,The person in the yellow shirt is sitting with a child at a wooden picnic table .
http://134.100.15.200/flickr8k/Images/2435685480_a79d42e564.jpg,A person is hiking to the top of a hill .
http://134.100.15.200/flickr8k/Images/2436081047_bca044c1d3.jpg,"A boy , wearing a baseball cap , jumps in the air near some steps ."
http://134.100.15.200/flickr8k/Images/2443380641_7b38d18f5b.jpg,A boy wearing a Steve Nash shirt dribbles a basketball on an indoor court .
http://134.100.15.200/flickr8k/Images/2443380641_7b38d18f5b.jpg,A little girl in a green outfit wringing out an orange rag .
http://134.100.15.200/flickr8k/Images/2443380641_7b38d18f5b.jpg,A woman holding a black leash and a man looking down .
http://134.100.15.200/flickr8k/Images/2443380641_7b38d18f5b.jpg,"A smiling boy in an orange shirt with a safari hat sits at the playground , while a boy in a blue shirt looks on ."
http://134.100.15.200/flickr8k/Images/2443380641_7b38d18f5b.jpg,A person is riding in a canoe on a lake next to green trees .
http://134.100.15.200/flickr8k/Images/2445283938_ff477c7952.jpg,"A young boy , playing basketball , is getting ready to take a shot ."
http://134.100.15.200/flickr8k/Images/2445283938_ff477c7952.jpg,People trackside at a subway station by a train .
http://134.100.15.200/flickr8k/Images/2445283938_ff477c7952.jpg,Two woman and a child look at each other while a night party scene goes on behind them .
http://134.100.15.200/flickr8k/Images/2445283938_ff477c7952.jpg,Two little girls dance on a hardwood floor in the house .
http://134.100.15.200/flickr8k/Images/2445283938_ff477c7952.jpg,Two children kneeling down with pirate hats on
http://134.100.15.200/flickr8k/Images/244571201_0339d8e8d1.jpg,a boy jumps into the blue pool water .
http://134.100.15.200/flickr8k/Images/244571201_0339d8e8d1.jpg,A little boy is jumping out of the pool .
http://134.100.15.200/flickr8k/Images/244571201_0339d8e8d1.jpg,a boy plays with a noodle by the pool .
http://134.100.15.200/flickr8k/Images/244571201_0339d8e8d1.jpg,A man in black shorts is diving into a rocky pool .
http://134.100.15.200/flickr8k/Images/244571201_0339d8e8d1.jpg,Two guys jumping into a pool .
http://134.100.15.200/flickr8k/Images/2447284966_d6bbdb4b6e.jpg,A young child is wearing blue goggles and sitting in a float in a pool .
http://134.100.15.200/flickr8k/Images/2447284966_d6bbdb4b6e.jpg,Children play in an inflatable pool .
http://134.100.15.200/flickr8k/Images/2447284966_d6bbdb4b6e.jpg,Child in blue trunks splashing in blue kiddie pool
http://134.100.15.200/flickr8k/Images/2450299735_62c095f40e.jpg,A little boy is jumping into an outdoor kiddie pool
http://134.100.15.200/flickr8k/Images/2450299735_62c095f40e.jpg,A dog swims in a pool near a person .
http://134.100.15.200/flickr8k/Images/2450299735_62c095f40e.jpg,A swimmer is doing the backstroke in the swimming pool .
http://134.100.15.200/flickr8k/Images/2450453051_f1d4a78ab4.jpg,A black and white dog prepares to catch a Frisbee .
http://134.100.15.200/flickr8k/Images/2450453051_f1d4a78ab4.jpg,Men playing soccer in a field
http://134.100.15.200/flickr8k/Images/2450453051_f1d4a78ab4.jpg,A man rides a bike through a course .
http://134.100.15.200/flickr8k/Images/2450453051_f1d4a78ab4.jpg,A gray dog sits on a lawn wearing a bright blue long sleeved jacket .
http://134.100.15.200/flickr8k/Images/245252561_4f20f1c89e.jpg,A furry dog attempts to dry itself by shaking the water off its coat .
http://134.100.15.200/flickr8k/Images/245252561_4f20f1c89e.jpg,Black and white dog on wet sand .
http://134.100.15.200/flickr8k/Images/245252561_4f20f1c89e.jpg,Two brown dogs playfully fight in the snow .
http://134.100.15.200/flickr8k/Images/2453971388_76616b6a82.jpg,Two black dogs are dog paddling in a sparkling blue pool .
http://134.100.15.200/flickr8k/Images/2453971388_76616b6a82.jpg,A swimmer is doing the backstroke in the swimming pool .
http://134.100.15.200/flickr8k/Images/2458269558_277012780d.jpg,A toddler girl in a swing is laughing .
http://134.100.15.200/flickr8k/Images/2458269558_277012780d.jpg,kid swinging on a swing
http://134.100.15.200/flickr8k/Images/2458269558_277012780d.jpg,A little girl wearing a pink shirt jumps off a swing .
http://134.100.15.200/flickr8k/Images/2458269558_277012780d.jpg,A child is smiling while being on a swing .
http://134.100.15.200/flickr8k/Images/2458269558_277012780d.jpg,Little kids stand together and raise their hands in the air .
http://134.100.15.200/flickr8k/Images/245895500_a4eb97af02.jpg,Three dogs running through water .
http://134.100.15.200/flickr8k/Images/245895500_a4eb97af02.jpg,A white dog is running through the water onto the shore .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,A dog with a ball in his mouth running down a road covered in leaves .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,The three men and three dogs floated in the yellow boat .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,A dog jumping off a fence and another dog on the grass in the background .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,The dog is on the fence
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,A brown dog hops over a fallen tree branch .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,A white dog and brown dog fighting .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,Two dogs run down a dirt path in the forest .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,A dog is turns back toward the camera near some potted plants .
http://134.100.15.200/flickr8k/Images/246055693_ccb69ac5c6.jpg,A small dog in front of a yellow tube on grass .
http://134.100.15.200/flickr8k/Images/2460797929_66446c13db.jpg,A little boy is eating his food off of a spoon while sitting on a patio .
http://134.100.15.200/flickr8k/Images/2460797929_66446c13db.jpg,A boy in a blue life jacket jumps into the water .
http://134.100.15.200/flickr8k/Images/2460797929_66446c13db.jpg,The person in the yellow shirt is sitting with a child at a wooden picnic table .
http://134.100.15.200/flickr8k/Images/2460797929_66446c13db.jpg,two men sit on a chairlift .
http://134.100.15.200/flickr8k/Images/2460797929_66446c13db.jpg,A little boy in a purple shirt and blue shorts playing with orange balls .
http://134.100.15.200/flickr8k/Images/2460797929_66446c13db.jpg,Child sitting at a backyard picnic table .
http://134.100.15.200/flickr8k/Images/2461616306_3ee7ac1b4b.jpg,a boy jumps into the blue pool water .
http://134.100.15.200/flickr8k/Images/2461616306_3ee7ac1b4b.jpg,A little boy is jumping out of the pool .
http://134.100.15.200/flickr8k/Images/2461616306_3ee7ac1b4b.jpg,Two guys jumping into a pool .
http://134.100.15.200/flickr8k/Images/2470486377_c3a39ccb7b.jpg,Three young adults look towards the camera in a school setting .
http://134.100.15.200/flickr8k/Images/2470486377_c3a39ccb7b.jpg,A little boy is holding a fishing rod .
http://134.100.15.200/flickr8k/Images/2472980433_210ec62874.jpg,A young man attempts to ride a unicycle down an outdoor stairway stained with moss .
http://134.100.15.200/flickr8k/Images/2473689180_e9d8fd656a.jpg,Three dogs running through water .
http://134.100.15.200/flickr8k/Images/2473689180_e9d8fd656a.jpg,Two dogs moving through water close to the shore .
http://134.100.15.200/flickr8k/Images/2473689180_e9d8fd656a.jpg,A white dog is running through the water onto the shore .
http://134.100.15.200/flickr8k/Images/2473689180_e9d8fd656a.jpg,A boy is about to jump into the water .
http://134.100.15.200/flickr8k/Images/2473689180_e9d8fd656a.jpg,A black dog standing in shallow water with a pink ball in its mouth .
http://134.100.15.200/flickr8k/Images/2473689180_e9d8fd656a.jpg,A tan dog jumps into water .
http://134.100.15.200/flickr8k/Images/2473738924_eca928d12f.jpg,Two little girls practice martial arts .
http://134.100.15.200/flickr8k/Images/2473738924_eca928d12f.jpg,A young boy is practicing his karate in a gym .
http://134.100.15.200/flickr8k/Images/2473738924_eca928d12f.jpg,Two boxers with white gloves are fighting .
http://134.100.15.200/flickr8k/Images/2473791980_805c819bd4.jpg,Two dogs moving through water close to the shore .
http://134.100.15.200/flickr8k/Images/2473791980_805c819bd4.jpg,A man is sky surfing on the water .
http://134.100.15.200/flickr8k/Images/2473791980_805c819bd4.jpg,A man wakeboards on choppy water .
http://134.100.15.200/flickr8k/Images/2473791980_805c819bd4.jpg,A young girl stands under three large rings that shoot water in a water park .
http://134.100.15.200/flickr8k/Images/2475162978_2c51048dca.jpg,Large dog plays with two smaller dogs on grass .
http://134.100.15.200/flickr8k/Images/2475162978_2c51048dca.jpg,"A dog runs through a lush , green lawn ."
http://134.100.15.200/flickr8k/Images/2475162978_2c51048dca.jpg,A small child sucks his thumb while sleeping with a pink blanket on a multi-colored seat .
http://134.100.15.200/flickr8k/Images/2475162978_2c51048dca.jpg,Two dogs wearing shirts play in the green grass .
http://134.100.15.200/flickr8k/Images/247637795_fdf26a03cf.jpg,A woman is taking a swing with a golf club .
http://134.100.15.200/flickr8k/Images/247637795_fdf26a03cf.jpg,A small black and white dog jumps at a woman in a white jeep while a golden dog follows beside them .
http://134.100.15.200/flickr8k/Images/247637795_fdf26a03cf.jpg,A dog is taking a dive into a body of water .
http://134.100.15.200/flickr8k/Images/247637795_fdf26a03cf.jpg,A black man playing basketball with orange shoes
http://134.100.15.200/flickr8k/Images/247637795_fdf26a03cf.jpg,Person in gray jacket and blue pants balancing board on handrail
http://134.100.15.200/flickr8k/Images/247637795_fdf26a03cf.jpg,a group of people sitting outside in the dirt on the ground .
http://134.100.15.200/flickr8k/Images/247704641_d883902277.jpg,Two dogs moving through water close to the shore .
http://134.100.15.200/flickr8k/Images/247704641_d883902277.jpg,The large brown dog is chasing after the little brown dog .
http://134.100.15.200/flickr8k/Images/247704641_d883902277.jpg,Boat number 5 has several men with life jackets paddling the water .
http://134.100.15.200/flickr8k/Images/247704641_d883902277.jpg,A person is riding in a canoe on a lake next to green trees .
http://134.100.15.200/flickr8k/Images/247704641_d883902277.jpg,A man is diving into water near a shore .
http://134.100.15.200/flickr8k/Images/2479162876_a5ce3306af.jpg,A brown dog shaking off water .
http://134.100.15.200/flickr8k/Images/2479162876_a5ce3306af.jpg,A shaggy dog runs down a dirt trail in a lush forest .
http://134.100.15.200/flickr8k/Images/2479162876_a5ce3306af.jpg,Two dogs run across the barren ground .
http://134.100.15.200/flickr8k/Images/2479162876_a5ce3306af.jpg,Two dogs run down a dirt path in the forest .
http://134.100.15.200/flickr8k/Images/2479652566_8f9fac8af5.jpg,A small child sucks his thumb while sleeping with a pink blanket on a multi-colored seat .
http://134.100.15.200/flickr8k/Images/2480327661_fb69829f57.jpg,Two little girls dance on a hardwood floor in the house .
http://134.100.15.200/flickr8k/Images/2480850054_de3433b54a.jpg,Two dogs in motion in a grassy field with small trees .
http://134.100.15.200/flickr8k/Images/2480850054_de3433b54a.jpg,Brown and white dog runs through brush .
http://134.100.15.200/flickr8k/Images/2480850054_de3433b54a.jpg,A brown and white dogs stands in front of a wooden building while tennis balls fly through the air .
http://134.100.15.200/flickr8k/Images/2482629385_f370b290d1.jpg,A small dogs ears stick up as it runs in the grass .
http://134.100.15.200/flickr8k/Images/2482629385_f370b290d1.jpg,A brown dog sitting on grass
http://134.100.15.200/flickr8k/Images/2482629385_f370b290d1.jpg,A small brown and white dog running through tall grass .
http://134.100.15.200/flickr8k/Images/2482629385_f370b290d1.jpg,A muzzled animal jumps over a metal bar and splashes through the mud .
http://134.100.15.200/flickr8k/Images/2482629385_f370b290d1.jpg,A small boy with braids runs through a field of tall green grass .
http://134.100.15.200/flickr8k/Images/2484190118_e89363c465.jpg,Two girls and a woman walking on the sidewalk
http://134.100.15.200/flickr8k/Images/2484190118_e89363c465.jpg,a kid standing in the middle of a dirt road
http://134.100.15.200/flickr8k/Images/2490768374_45d94fc658.jpg,a girl peeks through the green leaves .
http://134.100.15.200/flickr8k/Images/2490768374_45d94fc658.jpg,People at park sitting on benches and a woman taking care of her child in the stroller .
http://134.100.15.200/flickr8k/Images/2490768374_45d94fc658.jpg,Children play in an inflatable pool .
http://134.100.15.200/flickr8k/Images/2490768374_45d94fc658.jpg,Child sitting at a backyard picnic table .
http://134.100.15.200/flickr8k/Images/249394748_2e4acfbbb5.jpg,Two children playing with a ball on the grass .
http://134.100.15.200/flickr8k/Images/249394748_2e4acfbbb5.jpg,Three dogs are running in a field .
http://134.100.15.200/flickr8k/Images/249394748_2e4acfbbb5.jpg,A dog fetches a ball in a field .
http://134.100.15.200/flickr8k/Images/249394748_2e4acfbbb5.jpg,"Three black dogs , two with tan markings , are running along grass ."
http://134.100.15.200/flickr8k/Images/249394748_2e4acfbbb5.jpg,A dog running toward the camera in a field .
http://134.100.15.200/flickr8k/Images/249394748_2e4acfbbb5.jpg,Two dogs are playing together outside .
http://134.100.15.200/flickr8k/Images/2495931537_9b8d4474b6.jpg,A white dog jumps to catch a blue ball in a living room .
http://134.100.15.200/flickr8k/Images/2495931537_9b8d4474b6.jpg,Close-up of dog in profile with mouth open .
http://134.100.15.200/flickr8k/Images/2496370758_a3fbc49837.jpg,A small dogs ears stick up as it runs in the grass .
http://134.100.15.200/flickr8k/Images/2496370758_a3fbc49837.jpg,Small black and white dog wearing a red harness is running around with a ball in its mouth .
http://134.100.15.200/flickr8k/Images/2496370758_a3fbc49837.jpg,A dog chasing a deer in a field of yellow flowers .
http://134.100.15.200/flickr8k/Images/2496370758_a3fbc49837.jpg,Two dogs run through a field .
http://134.100.15.200/flickr8k/Images/2497420371_74788d7ba1.jpg,Two girls are sitting on a path by a river with their bicycles parked beside them .
http://134.100.15.200/flickr8k/Images/2497420371_74788d7ba1.jpg,People are gathered around watching children with a pig .
http://134.100.15.200/flickr8k/Images/2497420371_74788d7ba1.jpg,A group of people are sitting on the porch of a brick building .
http://134.100.15.200/flickr8k/Images/2497420371_74788d7ba1.jpg,People are enjoying drinks at a table outside a large brick building .
http://134.100.15.200/flickr8k/Images/2497420371_74788d7ba1.jpg,Kids are waiting at the bottom of a staircase attached to a brick building .
http://134.100.15.200/flickr8k/Images/2498897831_0bbb5d5b51.jpg,People at park sitting on benches and a woman taking care of her child in the stroller .
http://134.100.15.200/flickr8k/Images/2498897831_0bbb5d5b51.jpg,A young girl is wearing a purple shirt and pink headband .
http://134.100.15.200/flickr8k/Images/2501595799_6316001e89.jpg,"A young , long-haired , girl on the beach , is jumping in the air ."
http://134.100.15.200/flickr8k/Images/2501595799_6316001e89.jpg,A little boy is jumping out of the pool .
http://134.100.15.200/flickr8k/Images/2501595799_6316001e89.jpg,A swimmer is doing the backstroke in the swimming pool .
http://134.100.15.200/flickr8k/Images/2501595799_6316001e89.jpg,Three Orca whales jump in a pool at seaworld .
http://134.100.15.200/flickr8k/Images/2502905671_c6039804ab.jpg,Two people walking along the beach at sunset towarn a group of people .
http://134.100.15.200/flickr8k/Images/2502905671_c6039804ab.jpg,A person walks along the beach and leaves footprints in the sand .
http://134.100.15.200/flickr8k/Images/2502905671_c6039804ab.jpg,A man kneels in the wet sand at a beach near a dog .
http://134.100.15.200/flickr8k/Images/2502905671_c6039804ab.jpg,A black dog walks on the beach near the rocks .
http://134.100.15.200/flickr8k/Images/2502905671_c6039804ab.jpg,a dog on the beach .
http://134.100.15.200/flickr8k/Images/2505988632_9541f15583.jpg,"Two kids ride their bikes by the ocean , in the evening ."
http://134.100.15.200/flickr8k/Images/2505988632_9541f15583.jpg,A girl playing softball takes a strike .
http://134.100.15.200/flickr8k/Images/2510020918_b2ca0fb2aa.jpg,Two men and a woman smile at the camera .
http://134.100.15.200/flickr8k/Images/2510020918_b2ca0fb2aa.jpg,A little girl is sliding down a tunnel smiling .
http://134.100.15.200/flickr8k/Images/2511019188_ca71775f2d.jpg,Five black dogs running across the grass .
http://134.100.15.200/flickr8k/Images/2511019188_ca71775f2d.jpg,Two dogs wearing shirts play in the green grass .
http://134.100.15.200/flickr8k/Images/2518508760_68d8df7365.jpg,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track .
http://134.100.15.200/flickr8k/Images/2518508760_68d8df7365.jpg,Three dogs running on a racing track .
http://134.100.15.200/flickr8k/Images/2518508760_68d8df7365.jpg,Two greyhounds race .
http://134.100.15.200/flickr8k/Images/2518508760_68d8df7365.jpg,"A muzzled dog in a race , with four dogs following ."
http://134.100.15.200/flickr8k/Images/2521770311_3086ca90de.jpg,a boy plays with a noodle by the pool .
http://134.100.15.200/flickr8k/Images/2521770311_3086ca90de.jpg,"One child lifts another on his back , inside a room ."
http://134.100.15.200/flickr8k/Images/2521770311_3086ca90de.jpg,A woman is reading literature and sitting on the front stoop of a building .
http://134.100.15.200/flickr8k/Images/2522297487_57edf117f7.jpg,A couple is sitting in a restaurant holding hands .
http://134.100.15.200/flickr8k/Images/2522297487_57edf117f7.jpg,a young boy making a big mess on the floor and table while eating cereal
http://134.100.15.200/flickr8k/Images/2522297487_57edf117f7.jpg,The person in the yellow shirt is sitting with a child at a wooden picnic table .
http://134.100.15.200/flickr8k/Images/2522297487_57edf117f7.jpg,Four small children sit on tall stools at a restaurant bar .
http://134.100.15.200/flickr8k/Images/2522297487_57edf117f7.jpg,"The legs and feet of people sitting on a wooden table , two cameras and cigarettes on it ."
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,A white dog jumps to catch a blue ball in a living room .
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,A brown dog sitting on grass
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,Two long-haired puppy dogs have a romp in the snow .
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,"Two dogs , one brown and white and one black and white , run on a field ."
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,Two dogs in motion in a grassy field with small trees .
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,A white dog and brown dog fighting .
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,Two dogs are playing together outside .
http://134.100.15.200/flickr8k/Images/2525270674_4ab536e7ec.jpg,"A white dog runs in the grass ,"
http://134.100.15.200/flickr8k/Images/2526041608_a9775ab8d7.jpg,Two girls in soccer strips are playing on a sports field .
http://134.100.15.200/flickr8k/Images/2526041608_a9775ab8d7.jpg,Two boys play with two dogs at the shore .
http://134.100.15.200/flickr8k/Images/2526041608_a9775ab8d7.jpg,Men playing soccer in a field
http://134.100.15.200/flickr8k/Images/2526041608_a9775ab8d7.jpg,a dog playing with a blue ball
http://134.100.15.200/flickr8k/Images/2526041608_a9775ab8d7.jpg,Little kids stand together and raise their hands in the air .
http://134.100.15.200/flickr8k/Images/2526041608_a9775ab8d7.jpg,Team members being lifted up high to catch a flying ball .
http://134.100.15.200/flickr8k/Images/2526585002_10987a63f3.jpg,People are in a ride that drops you from a great height .
http://134.100.15.200/flickr8k/Images/2526585002_10987a63f3.jpg,"A dog , lying down , tethered to the side mirror of a yellow VW bus ."
http://134.100.15.200/flickr8k/Images/2526585002_10987a63f3.jpg,The three men and three dogs floated in the yellow boat .
http://134.100.15.200/flickr8k/Images/2526585002_10987a63f3.jpg,A man rides a yellow bike over a ramp while others watch .
http://134.100.15.200/flickr8k/Images/2529116152_4331dabf50.jpg,A man is sky surfing on the water .
http://134.100.15.200/flickr8k/Images/2529116152_4331dabf50.jpg,A skateboarder midair with his skateboard .
http://134.100.15.200/flickr8k/Images/2529116152_4331dabf50.jpg,A person is in the air while riding his bicycle on top of the train on a clear blue sky day .
http://134.100.15.200/flickr8k/Images/2529116152_4331dabf50.jpg,A man on a bike is jumping off a dirt ramp .
http://134.100.15.200/flickr8k/Images/2533424347_cf2f84872b.jpg,A race car screeches through a turn as spectators watch .
http://134.100.15.200/flickr8k/Images/2533642917_a5eace85e6.jpg,A boy in a blue life jacket jumps into the water .
http://134.100.15.200/flickr8k/Images/2533642917_a5eace85e6.jpg,Boys in life jackets on a watercraft .
http://134.100.15.200/flickr8k/Images/2533642917_a5eace85e6.jpg,A boys jumps in the water while another boy looks on .
http://134.100.15.200/flickr8k/Images/2533642917_a5eace85e6.jpg,A child sleds over a mound of snow as others watch him .
http://134.100.15.200/flickr8k/Images/2533642917_a5eace85e6.jpg,A young woman watches as a young blond boy swings in a chair swing with buildings visible in the background .
http://134.100.15.200/flickr8k/Images/2534502836_7a75305655.jpg,A dog rolling in the grass .
http://134.100.15.200/flickr8k/Images/2534502836_7a75305655.jpg,Large dog plays with two smaller dogs on grass .
http://134.100.15.200/flickr8k/Images/2534502836_7a75305655.jpg,A tan dog runs down a wooden staircase to the green grass .
http://134.100.15.200/flickr8k/Images/2534502836_7a75305655.jpg,A brown and tan dog walks through the green grass .
http://134.100.15.200/flickr8k/Images/2534502836_7a75305655.jpg,Two dogs wearing shirts play in the green grass .
http://134.100.15.200/flickr8k/Images/2534502836_7a75305655.jpg,A small boy with braids runs through a field of tall green grass .
http://134.100.15.200/flickr8k/Images/2541104331_a2d65cfa54.jpg,Three dogs running through water .
http://134.100.15.200/flickr8k/Images/2541104331_a2d65cfa54.jpg,A dog splashes through the water .
